x,y
0.0,6.292157037902992
0.5263157894736842,3.253103204049038
1.0526315789473684,6.041477110211954
1.5789473684210527,10.880574334446479
2.1052631578947367,10.813200286239375
2.631578947368421,3.3313242551076083
3.1578947368421053,10.16605472626098
3.6842105263157894,7.914349427738485
4.2105263157894735,9.111396076198274
4.7368421052631575,11.705479716341433
5.263157894736842,11.958446502956317
5.789473684210526,16.941767889309975
6.315789473684211,15.914692122809402
6.842105263157895,15.049235575794274
7.368421052631579,17.068431803499436
7.894736842105263,17.79049666633333
8.421052631578947,22.324342482630712
8.947368421052632,18.279262050807862
9.473684210526315,20.886571526005334
10.0,18.437712782094827
